"Step","Group: zerg_5_vs_5_ACORM_WM - win_rate","Group: zerg_5_vs_5_ACORM_WM - win_rate__MIN","Group: zerg_5_vs_5_ACORM_WM - win_rate__MAX"
"1500627","0.34375","0.34375","0.34375"
"1500633","0.5625","0.5","0.625"
"1510611","0.40625","0.40625","0.40625"
"1510615","0.46875","0.46875","0.46875"
"1510621","0.46875","0.46875","0.46875"
"1510631","0.5","0.5","0.5"
"1510636","0.59375","0.59375","0.59375"
"1520609","0.625","0.625","0.625"
"1520610","0.53125","0.53125","0.53125"
"1520618","0.65625","0.65625","0.65625"
"1520622","0.375","0.375","0.375"
"1520631","0.375","0.375","0.375"
"1530600","0.53125","0.53125","0.53125"
"1530601","0.375","0.375","0.375"
"1530603","0.53125","0.53125","0.53125"
"1530605","0.5","0.5","0.5"
"1530630","0.46875","0.46875","0.46875"
"1540604","0.40625","0.40625","0.40625"
"1540616","0.59375","0.59375","0.59375"
"1540623","0.59375","0.59375","0.59375"
"1540630","0.375","0.375","0.375"
"1540635","0.375","0.375","0.375"
"1550607","0.46875","0.46875","0.46875"
"1550618","0.5625","0.5625","0.5625"
"1550628","0.4375","0.4375","0.4375"
"1550631","0.515625","0.4375","0.59375"
"1560603","0.53125","0.53125","0.53125"
"1560611","0.34375","0.34375","0.34375"
"1560625","0.5","0.5","0.5"
"1560629","0.4375","0.4375","0.4375"
"1560648","0.59375","0.59375","0.59375"
"1570600","0.53125","0.53125","0.53125"
"1570601","0.40625","0.34375","0.46875"
"1570619","0.4375","0.4375","0.4375"
"1570643","0.59375","0.59375","0.59375"
"1580600","0.40625","0.40625","0.40625"
"1580605","0.3125","0.3125","0.3125"
"1580612","0.5625","0.5625","0.5625"
"1580619","0.375","0.375","0.375"
"1580632","0.53125","0.53125","0.53125"
"1590600","0.53125","0.53125","0.53125"
"1590609","0.375","0.375","0.375"
"1590618","0.59375","0.59375","0.59375"
"1590631","0.46875","0.46875","0.46875"
"1590639","0.46875","0.46875","0.46875"
"1600602","0.46875","0.46875","0.46875"
"1600605","0.5","0.5","0.5"
"1600607","0.375","0.375","0.375"
"1600620","0.5625","0.5625","0.5625"
"1600627","0.34375","0.34375","0.34375"
"1610600","0.453125","0.40625","0.5"
"1610608","0.40625","0.40625","0.40625"
"1610611","0.53125","0.53125","0.53125"
"1610621","0.59375","0.59375","0.59375"
"1620600","0.5625","0.5625","0.5625"
"1620609","0.375","0.375","0.375"
"1620612","0.40625","0.40625","0.40625"
"1620623","0.65625","0.65625","0.65625"
"1620629","0.4375","0.4375","0.4375"
"1630601","0.34375","0.34375","0.34375"
"1630610","0.46875","0.46875","0.46875"
"1630613","0.46875","0.46875","0.46875"
"1630629","0.34375","0.34375","0.34375"
"1640600","0.40625","0.40625","0.40625"
"1640604","0.625","0.625","0.625"
"1640618","0.53125","0.53125","0.53125"
"1640625","0.40625","0.40625","0.40625"
"1640628","0.5625","0.5625","0.5625"
"1650601","0.46875","0.46875","0.46875"
"1650612","0.25","0.25","0.25"
"1650616","0.40625","0.40625","0.40625"
"1650623","0.59375","0.59375","0.59375"
"1650634","0.25","0.25","0.25"
"1660609","0.375","0.375","0.375"
"1660610","0.46875","0.46875","0.46875"
"1660616","0.53125","0.5","0.5625"
"1660636","0.4375","0.4375","0.4375"
"1670603","0.4375","0.4375","0.4375"
"1670619","0.4375","0.4375","0.4375"
"1670620","0.34375","0.34375","0.34375"
"1670625","0.46875","0.46875","0.46875"
"1670629","0.5625","0.5625","0.5625"
"1680600","0.46875","0.46875","0.46875"
"1680628","0.4375","0.4375","0.4375"
"1680630","0.46875","0.46875","0.46875"
"1680636","0.5","0.5","0.5"
"1680677","0.5","0.5","0.5"
"1690603","0.5625","0.5625","0.5625"
"1690610","0.375","0.375","0.375"
"1690623","0.625","0.625","0.625"
"1690626","0.5625","0.5625","0.5625"
"1690627","0.40625","0.40625","0.40625"
"1700601","0.40625","0.40625","0.40625"
"1700611","0.53125","0.53125","0.53125"
"1700621","0.5625","0.5625","0.5625"
"1700624","0.5625","0.5625","0.5625"
"1700638","0.375","0.375","0.375"
"1710615","0.40625","0.40625","0.40625"
"1710618","0.4375","0.4375","0.4375"
"1710620","0.53125","0.53125","0.53125"
"1710622","0.5","0.5","0.5"
"1710626","0.5625","0.5625","0.5625"
"1720615","0.46875","0.46875","0.46875"
"1720622","0.65625","0.65625","0.65625"
"1720624","0.5","0.5","0.5"
"1720636","0.53125","0.4375","0.625"
"1730604","0.5625","0.5625","0.5625"
"1730611","0.40625","0.40625","0.40625"
"1730616","0.4375","0.4375","0.4375"
"1730620","0.625","0.625","0.625"
"1730634","0.4375","0.4375","0.4375"
"1740608","0.46875","0.46875","0.46875"
"1740620","0.53125","0.53125","0.53125"
"1740629","0.4375","0.4375","0.4375"
"1740634","0.359375","0.3125","0.40625"
"1750603","0.53125","0.53125","0.53125"
"1750604","0.5","0.5","0.5"
"1750619","0.46875","0.46875","0.46875"
"1750621","0.5","0.5","0.5"
"1750624","0.46875","0.46875","0.46875"
"1760602","0.5625","0.5625","0.5625"
"1760605","0.34375","0.34375","0.34375"
"1760618","0.625","0.625","0.625"
"1760622","0.5625","0.5625","0.5625"
"1760638","0.4375","0.4375","0.4375"
"1770605","0.53125","0.53125","0.53125"
"1770615","0.375","0.375","0.375"
"1770617","0.625","0.625","0.625"
"1770624","0.375","0.375","0.375"
"1770635","0.5","0.5","0.5"
"1780609","0.46875","0.46875","0.46875"
"1780612","0.53125","0.53125","0.53125"
"1780619","0.34375","0.34375","0.34375"
"1780622","0.375","0.34375","0.40625"
"1790603","0.34375","0.34375","0.34375"
"1790605","0.59375","0.59375","0.59375"
"1790607","0.59375","0.59375","0.59375"
"1790613","0.53125","0.53125","0.53125"
"1790636","0.5","0.5","0.5"
"1800603","0.40625","0.40625","0.40625"
"1800604","0.5","0.375","0.625"
"1800624","0.5625","0.5625","0.5625"
"1800632","0.53125","0.53125","0.53125"
"1810600","0.40625","0.40625","0.40625"
"1810605","0.53125","0.53125","0.53125"
"1810609","0.5","0.5","0.5"
"1810613","0.5","0.5","0.5"
"1810622","0.65625","0.65625","0.65625"
"1820606","0.5","0.5","0.5"
"1820611","0.6875","0.6875","0.6875"
"1820613","0.59375","0.59375","0.59375"
"1820616","0.5","0.5","0.5"
"1820620","0.5625","0.5625","0.5625"
"1830617","0.53125","0.53125","0.53125"
"1830620","0.40625","0.40625","0.40625"
"1830621","0.5625","0.5625","0.5625"
"1830634","0.59375","0.59375","0.59375"
"1840605","0.4375","0.4375","0.4375"
"1840613","0.5625","0.5625","0.5625"
"1840617","0.59375","0.59375","0.59375"
"1840626","0.625","0.625","0.625"
"1850607","0.5","0.5","0.5"
"1850611","0.625","0.625","0.625"
"1850617","0.5625","0.5625","0.5625"
"1850628","0.65625","0.65625","0.65625"
"1860605","0.5","0.5","0.5"
"1860608","0.6875","0.6875","0.6875"
"1860610","0.375","0.375","0.375"
"1860619","0.5625","0.5625","0.5625"
"1870605","0.46875","0.375","0.5625"
"1870607","0.375","0.375","0.375"
"1870617","0.5","0.5","0.5"
"1880606","0.46875","0.46875","0.46875"
"1880611","0.625","0.625","0.625"
"1880617","0.375","0.375","0.375"
"1880629","0.625","0.625","0.625"
"1890601","0.5","0.5","0.5"
"1890604","0.5625","0.5625","0.5625"
"1890611","0.546875","0.5","0.59375"
"1900605","0.5","0.5","0.5"
"1900609","0.46875","0.46875","0.46875"
"1900615","0.5","0.5","0.5"
"1900620","0.40625","0.40625","0.40625"
"1910603","0.53125","0.53125","0.53125"
"1910606","0.34375","0.34375","0.34375"
"1910615","0.625","0.625","0.625"
"1910632","0.46875","0.46875","0.46875"
"1920607","0.5","0.5","0.5"
"1920618","0.4375","0.4375","0.4375"
"1920622","0.5","0.5","0.5"
"1920625","0.5","0.5","0.5"
"1930615","0.3125","0.3125","0.3125"
"1930629","0.5","0.46875","0.53125"
"1930636","0.34375","0.34375","0.34375"
"1940607","0.625","0.625","0.625"
"1940611","0.4375","0.4375","0.4375"
"1940630","0.4375","0.4375","0.4375"
"1940633","0.5625","0.5625","0.5625"
"1950601","0.46875","0.46875","0.46875"
"1950602","0.5625","0.5625","0.5625"
"1950605","0.4375","0.4375","0.4375"
"1950623","0.625","0.625","0.625"
"1960602","0.40625","0.40625","0.40625"
"1960604","0.625","0.625","0.625"
"1960622","0.375","0.375","0.375"
"1960629","0.40625","0.40625","0.40625"
"1970607","0.5","0.5","0.5"
"1970608","0.46875","0.46875","0.46875"
"1970612","0.40625","0.40625","0.40625"
"1970614","0.625","0.625","0.625"
"1980615","0.453125","0.4375","0.46875"
"1980623","0.5625","0.5625","0.5625"
"1980630","0.4375","0.4375","0.4375"
"1990600","0.625","0.625","0.625"
"1990601","0.59375","0.59375","0.59375"
"1990602","0.53125","0.53125","0.53125"
"1990616","0.375","0.375","0.375"
"2000606","0.5625","0.5625","0.5625"
"2000610","0.4375","0.4375","0.4375"
"2000612","0.53125","0.53125","0.53125"
"2000616","0.4375","0.4375","0.4375"
